"ID","IdadeResponsavel","RendaAntes","RendaMensal","NumeroFilhos","Vulneravel","EvasaoEscolar","TemInternet","SexoResponsavel","Regiao"
6445,41,1552.9,1800,2,"Não","Sim","Não","Feminino","Rural"
6446,40,1763.89,2000,3,"Não","Não","Sim","Feminino","Urbana"
6447,27,2817.54,3000,1,"Não","Não","Sim","Masculino","Urbana"
6448,48,2105.22,2300,5,"Sim","Não","Sim","Feminino","Rural"
6449,45,124.87,300,1,"Não","Não","Sim","Feminino","Urbana"
6450,41,626.01,900,2,"Sim","Não","Não","Masculino","Urbana"
6451,42,1767.21,2000,1,"Não","Não","Sim","Masculino","Urbana"
6452,38,645.47,900,1,"Não","Sim","Não","Feminino","Urbana"
6453,40,1647.9,1900,0,"Sim","Sim","Sim","Feminino","Urbana"
6454,49,3048.55,3300,2,"Não","Não","Sim","Feminino","Urbana"
6455,49,1550.73,1800,5,"Não","Não","Não","Feminino","Urbana"
6456,32,1901.91,2100,3,"Não","Não","Sim","Feminino","Urbana"
6457,29,1605.91,1800,4,"Não","Não","Sim","Masculino","Urbana"
6458,45,897.18,1100,2,"Sim","Sim","Não","Masculino","Urbana"
6459,28,2111.18,2400,1,"Não","Não","Sim","Feminino","Urbana"
6460,40,903.15,1100,4,"Sim","Não","Não","Masculino","Urbana"
6461,44,1512.04,1600,1,"Não","Sim","Sim","Feminino","Rural"
6462,45,1404.71,1500,2,"Não","Não","Sim","Feminino","Urbana"
6463,43,1524.16,1800,1,"Não","Não","Sim","Masculino","Urbana"
6464,41,825.59,1000,1,"Não","Não","Sim","Feminino","Urbana"
6465,45,2051.09,2300,1,"Sim","Não","Não","Masculino","Urbana"
6466,52,1921.2,2100,3,"Não","Não","Sim","Feminino","Urbana"
6467,41,1398.49,1600,2,"Não","Não","Sim","Masculino","Rural"
6468,44,1213.12,1400,3,"Sim","Sim","Não","Masculino","Urbana"
6469,42,1645.23,1800,0,"Sim","Não","Não","Feminino","Urbana"
6470,53,1873.95,2100,1,"Não","Não","Sim","Feminino","Urbana"
6471,54,233.69,500,1,"Não","Não","Não","Masculino","Urbana"
6472,33,1207.81,1400,3,"Sim","Não","Sim","Masculino","Rural"
6473,60,2760.87,2900,4,"Não","Não","Sim","Feminino","Urbana"
6474,50,1324.55,1500,0,"Não","Sim","Sim","Feminino","Rural"
6475,38,1815.1,1900,3,"Não","Não","Sim","Feminino","Urbana"
6476,29,1639.54,1900,3,"Não","Não","Sim","Feminino","Urbana"
6477,43,3030.44,3200,1,"Sim","Sim","Não","Masculino","Urbana"
6478,60,724,900,3,"Sim","Sim","Não","Feminino","Urbana"
6479,43,1652.02,1900,0,"Não","Não","Sim","Feminino","Urbana"
6480,34,2132.6,2400,2,"Não","Não","Sim","Masculino","Urbana"
6481,44,979.89,1200,1,"Sim","Não","Sim","Masculino","Rural"
6482,34,2066.71,2300,1,"Não","Não","Sim","Masculino","Urbana"
6483,35,1303.43,1600,1,"Sim","Sim","Não","Masculino","Rural"
6484,37,59.86,300,3,"Sim","Não","Sim","Masculino","Urbana"
6485,53,1718.79,1900,1,"Não","Não","Sim","Feminino","Urbana"
6486,32,2000.69,2200,1,"Não","Não","Sim","Feminino","Urbana"
6487,33,1281.48,1500,2,"Não","Não","Sim","Masculino","Urbana"
6488,61,632.43,800,3,"Sim","Não","Não","Feminino","Urbana"
6489,42,2108.16,2400,1,"Sim","Não","Sim","Feminino","Urbana"
6490,42,1898.95,2000,4,"Não","Não","Sim","Feminino","Urbana"
6491,34,1736.94,1900,2,"Não","Não","Sim","Feminino","Urbana"
6492,35,1881.73,2100,4,"Não","Não","Sim","Feminino","Urbana"
6493,30,2295.36,2500,1,"Não","Sim","Sim","Masculino","Urbana"
6494,49,752.59,900,3,"Sim","Não","Sim","Feminino","Urbana"
6495,51,2450.19,2600,3,"Não","Não","Sim","Feminino","Urbana"
6496,42,1141.88,1300,2,"Sim","Não","Não","Masculino","Rural"
6497,52,2512.18,2700,3,"Sim","Sim","Não","Masculino","Urbana"
6498,43,1255.77,1600,3,"Não","Não","Sim","Feminino","Urbana"
6499,37,455.76,700,0,"Não","Não","Sim","Feminino","Urbana"
6500,27,2173.55,2400,1,"Não","Não","Sim","Feminino","Rural"
6501,52,839.63,1000,4,"Sim","Não","Não","Masculino","Urbana"
6502,30,800.2,1000,0,"Não","Não","Sim","Feminino","Rural"
6503,47,1210.02,1400,1,"Sim","Não","Sim","Feminino","Urbana"
6504,39,1519,1700,1,"Não","Não","Sim","Feminino","Urbana"
6505,37,948.6,1100,0,"Sim","Não","Sim","Masculino","Urbana"
6506,31,2385.7,2600,2,"Sim","Sim","Não","Feminino","Urbana"
6507,30,1337.85,1500,3,"Não","Não","Sim","Feminino","Urbana"
6508,37,2661.84,2900,2,"Não","Não","Não","Masculino","Urbana"
6509,35,1838.7,2000,2,"Sim","Sim","Sim","Feminino","Urbana"
6510,45,1756.39,2000,4,"Não","Não","Sim","Feminino","Urbana"
6511,48,2433.29,2700,3,"Não","Não","Sim","Feminino","Urbana"
6512,39,975.08,1200,3,"Sim","Não","Não","Masculino","Urbana"
6513,61,2078.31,2300,1,"Não","Não","Sim","Feminino","Urbana"
6514,34,1679.01,1900,4,"Sim","Sim","Sim","Masculino","Urbana"
6515,31,553.55,700,3,"Sim","Sim","Não","Masculino","Urbana"
6516,42,1595.19,1900,1,"Não","Não","Sim","Masculino","Urbana"
6517,50,1413.04,1600,0,"Não","Não","Sim","Feminino","Urbana"
6518,31,2300.4,2500,2,"Não","Não","Sim","Feminino","Urbana"
6519,46,2037.98,2200,2,"Não","Não","Sim","Masculino","Urbana"
6520,44,195.23,400,1,"Sim","Sim","Sim","Feminino","Urbana"
6521,33,924.71,1100,2,"Sim","Não","Sim","Feminino","Urbana"
6522,50,1376.06,1500,1,"Não","Não","Sim","Masculino","Rural"
6523,34,2409.66,2600,4,"Não","Não","Sim","Feminino","Urbana"
6524,39,2542.71,2700,2,"Não","Não","Sim","Feminino","Urbana"
6525,43,2013.47,2200,2,"Não","Não","Sim","Masculino","Urbana"
6526,59,683.34,900,3,"Sim","Não","Sim","Masculino","Rural"
6527,26,1473.73,1600,3,"Sim","Não","Sim","Masculino","Rural"
6528,29,792.5,1100,0,"Não","Não","Não","Feminino","Urbana"
6529,24,1932.91,2100,4,"Não","Não","Sim","Feminino","Urbana"
6530,30,2119.43,2400,4,"Não","Não","Não","Feminino","Rural"
6531,39,2963.11,3100,3,"Não","Não","Sim","Feminino","Urbana"
6532,31,1495.42,1700,2,"Sim","Sim","Sim","Feminino","Urbana"
6533,32,1817.23,2100,0,"Não","Não","Não","Masculino","Urbana"
6534,54,725.14,1000,4,"Sim","Sim","Sim","Feminino","Urbana"
6535,37,1349.87,1700,0,"Não","Não","Sim","Masculino","Urbana"
6536,42,1055.12,1200,3,"Sim","Não","Sim","Masculino","Urbana"
6537,44,494.47,800,2,"Sim","Sim","Não","Masculino","Urbana"
6538,24,1863.52,2000,4,"Não","Não","Sim","Feminino","Rural"
6539,12,2600.72,2800,2,"Não","Não","Não","Feminino","Rural"
6540,47,1936.83,2100,3,"Não","Não","Sim","Feminino","Urbana"
6541,23,1296.21,1400,1,"Não","Não","Sim","Feminino","Urbana"
6542,46,2677.36,2900,1,"Não","Não","Sim","Feminino","Rural"
6543,42,1586.51,1700,1,"Sim","Sim","Não","Masculino","Urbana"
6544,41,1131.96,1300,7,"Sim","Não","Não","Masculino","Urbana"
6545,39,1020.64,1200,2,"Sim","Sim","Não","Feminino","Urbana"
6546,54,295.65,500,1,"Não","Não","Sim","Feminino","Urbana"
6547,37,2546.77,2800,4,"Sim","Não","Sim","Feminino","Urbana"
6548,44,2064.43,2200,3,"Não","Não","Não","Masculino","Urbana"
6549,39,911.96,1100,1,"Não","Não","Sim","Feminino","Urbana"
6550,46,1247.26,1500,2,"Não","Não","Sim","Masculino","Urbana"
6551,36,1944.87,2100,2,"Não","Não","Sim","Masculino","Rural"
6552,33,1934.43,2100,2,"Não","Não","Sim","Feminino","Rural"
6553,56,505.84,600,1,"Sim","Sim","Não","Feminino","Urbana"
6554,47,1925.73,2100,1,"Não","Não","Sim","Feminino","Urbana"
6555,26,1818.29,2000,6,"Não","Não","Sim","Masculino","Urbana"
6556,30,379.19,508.28,1,"Sim","Sim","Não","Feminino","Urbana"
6557,41,1044.04,1300,2,"Sim","Sim","Sim","Feminino","Urbana"
6558,32,2289.09,2500,3,"Não","Não","Sim","Feminino","Urbana"
6559,37,381.94,600,1,"Sim","Sim","Não","Feminino","Urbana"
6560,52,813.21,1000,0,"Não","Não","Sim","Masculino","Rural"
6561,36,1261.5,1500,2,"Sim","Sim","Não","Feminino","Urbana"
6562,37,2472.07,2700,3,"Não","Não","Sim","Feminino","Urbana"
6563,42,798.23,1000,1,"Não","Sim","Não","Feminino","Rural"
6564,26,2105.86,2400,1,"Não","Sim","Não","Feminino","Rural"
6565,34,569.54,800,1,"Sim","Sim","Sim","Feminino","Urbana"
6566,44,1166.27,1500,3,"Sim","Sim","Sim","Masculino","Urbana"
6567,35,330.83,600,3,"Sim","Não","Não","Feminino","Urbana"
6568,35,1312.06,1600,1,"Não","Não","Não","Feminino","Rural"
6569,32,1319.37,1500,2,"Não","Não","Sim","Masculino","Urbana"
6570,30,1970.76,2200,0,"Sim","Não","Sim","Masculino","Urbana"
6571,42,2030.25,2200,3,"Não","Sim","Sim","Feminino","Rural"
6572,42,1780.23,2000,3,"Não","Não","Sim","Feminino","Urbana"
6573,44,1983.82,2200,0,"Não","Não","Sim","Feminino","Urbana"
6574,49,2709.85,2900,6,"Sim","Sim","Não","Feminino","Rural"
6575,36,1516.97,1800,4,"Sim","Não","Sim","Masculino","Urbana"
6576,20,1790.63,2000,0,"Não","Não","Sim","Masculino","Rural"
6577,46,1909.94,2100,2,"Não","Não","Sim","Feminino","Urbana"
6578,42,2066.36,2300,4,"Sim","Não","Não","Feminino","Rural"
6579,37,1782.97,1900,3,"Não","Sim","Não","Feminino","Urbana"
6580,50,442.87,600,2,"Sim","Sim","Não","Feminino","Rural"
6581,26,2612.97,2800,4,"Não","Não","Sim","Feminino","Urbana"
6582,42,2669.43,2900,2,"Não","Não","Sim","Feminino","Urbana"
6583,44,2006.84,2200,3,"Não","Sim","Sim","Feminino","Rural"
6584,54,2327.94,2500,3,"Não","Não","Não","Masculino","Urbana"
6585,65,1330.15,1600,2,"Não","Não","Sim","Feminino","Rural"
6586,53,2153.98,2400,3,"Não","Não","Sim","Masculino","Urbana"
6587,40,1252.42,1400,1,"Não","Sim","Não","Feminino","Rural"
6588,46,871.75,1100,0,"Não","Não","Sim","Masculino","Urbana"
6589,58,2573.66,2700,2,"Não","Não","Não","Masculino","Rural"
6590,35,1225.14,1400,1,"Não","Não","Sim","Feminino","Urbana"
6591,37,123.38,300,0,"Não","Não","Sim","Feminino","Urbana"
6592,27,1508.27,1700,2,"Não","Sim","Sim","Feminino","Urbana"
6593,28,1339.62,1600,2,"Sim","Não","Sim","Masculino","Urbana"
6594,32,1837.53,2000,1,"Sim","Sim","Não","Feminino","Urbana"
6595,26,2204.59,2400,1,"Sim","Sim","Não","Feminino","Urbana"
6596,42,2013.76,2300,3,"Não","Não","Sim","Feminino","Urbana"
6597,55,935.34,1100,0,"Não","Não","Sim","Feminino","Rural"
6598,29,2125.05,2300,4,"Não","Não","Sim","Feminino","Rural"
6599,19,693.25,1000,5,"Sim","Não","Não","Masculino","Urbana"
6600,44,1312.35,1500,1,"Sim","Sim","Não","Feminino","Urbana"
6601,31,1311.03,1500,3,"Sim","Sim","Sim","Feminino","Rural"
6602,26,1671.37,1900,3,"Sim","Não","Não","Masculino","Urbana"
6603,38,2227.57,2400,0,"Sim","Não","Sim","Feminino","Urbana"
6604,49,514.23,800,2,"Sim","Não","Não","Masculino","Urbana"
6605,28,225.74,500,2,"Sim","Não","Não","Feminino","Rural"
6606,36,1416.35,1600,2,"Não","Não","Sim","Masculino","Urbana"
6607,42,1797.39,2000,3,"Sim","Sim","Não","Feminino","Urbana"
6608,43,1500.17,1700,3,"Não","Não","Sim","Feminino","Urbana"
6609,33,1106.5,1300,1,"Sim","Sim","Sim","Feminino","Rural"
6610,37,1794.45,2000,1,"Não","Não","Sim","Feminino","Urbana"
6611,45,1493.63,1700,2,"Não","Não","Sim","Masculino","Urbana"
6612,48,1387.61,1600,4,"Sim","Sim","Não","Feminino","Urbana"
6613,33,1370.53,1600,1,"Não","Não","Não","Feminino","Rural"
6614,31,1891.9,2100,2,"Sim","Não","Não","Masculino","Urbana"
6615,37,282.11,500,0,"Não","Sim","Sim","Feminino","Urbana"
6616,32,1354.88,1600,2,"Não","Não","Sim","Masculino","Rural"
6617,61,1099.98,1300,1,"Sim","Não","Sim","Feminino","Urbana"
6618,71,1794.68,2000,2,"Não","Não","Sim","Feminino","Urbana"
6619,39,882.69,1000,3,"Sim","Sim","Sim","Feminino","Urbana"
6620,26,3186.28,3400,2,"Não","Não","Sim","Feminino","Urbana"
6621,49,1567.6,1800,2,"Sim","Sim","Não","Masculino","Urbana"
6622,35,1989.16,2200,1,"Não","Não","Sim","Feminino","Rural"
6623,31,1149.22,1300,1,"Não","Não","Sim","Feminino","Urbana"
6624,29,999.88,1200,2,"Sim","Não","Não","Masculino","Rural"
6625,48,1856.77,2100,3,"Não","Não","Sim","Masculino","Rural"
6626,27,1705.05,1900,1,"Sim","Sim","Não","Masculino","Urbana"
6627,22,3206.82,3300,3,"Não","Não","Sim","Masculino","Urbana"
6628,35,1660.74,1900,4,"Não","Não","Sim","Feminino","Urbana"
6629,41,1411.21,1600,1,"Não","Não","Sim","Feminino","Urbana"
6630,48,1920.31,2100,1,"Não","Não","Sim","Feminino","Rural"
6631,55,1246.33,1500,3,"Não","Não","Sim","Feminino","Urbana"
6632,42,988.06,1200,0,"Não","Não","Sim","Masculino","Urbana"
6633,26,1170.88,1400,2,"Sim","Sim","Sim","Masculino","Rural"
6634,44,1506.4,1700,1,"Sim","Sim","Não","Feminino","Urbana"
6635,51,1546.84,1700,4,"Não","Não","Sim","Feminino","Rural"
6636,32,993.26,1200,3,"Sim","Sim","Não","Feminino","Rural"
6637,31,2071.11,2300,2,"Não","Não","Sim","Feminino","Urbana"
6638,40,446.96,600,1,"Não","Não","Não","Feminino","Urbana"
6639,55,1700.62,1900,2,"Não","Não","Sim","Masculino","Urbana"
6640,44,1895.94,2100,3,"Não","Não","Não","Masculino","Rural"
6641,47,1288.67,1500,1,"Não","Sim","Sim","Masculino","Urbana"
6642,26,1157.23,1300,2,"Sim","Não","Sim","Masculino","Urbana"
6643,52,1511.11,1700,4,"Sim","Sim","Sim","Feminino","Urbana"
6644,31,237.14,400,0,"Não","Não","Sim","Feminino","Urbana"
6645,38,2132.23,2300,1,"Sim","Sim","Sim","Masculino","Urbana"
6646,33,1639.98,1900,4,"Não","Não","Sim","Feminino","Urbana"
6647,36,347.33,500,2,"Sim","Sim","Sim","Feminino","Urbana"
6648,32,178.32,400,0,"Não","Não","Não","Masculino","Rural"
6649,49,1887.84,2100,4,"Não","Não","Sim","Feminino","Urbana"
6650,36,3001.75,3200,4,"Não","Não","Não","Masculino","Urbana"
6651,29,1530.67,1700,2,"Sim","Não","Não","Masculino","Urbana"
6652,68,1044.72,1300,3,"Sim","Não","Não","Masculino","Rural"
6653,45,3681.8,3800,1,"Não","Não","Sim","Feminino","Urbana"
6654,44,2494.54,2800,2,"Não","Sim","Sim","Feminino","Urbana"
6655,25,478.81,700,2,"Sim","Sim","Sim","Masculino","Urbana"
6656,47,300.26,100,2,"Sim","Sim","Não","Feminino","Urbana"
6657,49,2721.03,2800,2,"Não","Não","Sim","Feminino","Rural"
6658,40,2274.99,2500,0,"Sim","Sim","Não","Feminino","Rural"
6659,22,2365.15,2500,4,"Não","Não","Sim","Feminino","Urbana"
6660,51,2464.38,2700,5,"Não","Não","Não","Feminino","Urbana"
6661,61,1601.85,1800,2,"Não","Não","Sim","Feminino","Urbana"
6662,39,534.04,800,2,"Sim","Sim","Sim","Feminino","Urbana"
6663,36,1547.36,1800,2,"Sim","Não","Sim","Masculino","Urbana"
6664,40,802.61,900,3,"Sim","Não","Sim","Feminino","Urbana"
6665,57,1835.16,2100,2,"Sim","Sim","Não","Masculino","Urbana"
6666,31,2763.17,2900,5,"Não","Não","Não","Feminino","Urbana"
6667,48,1047.04,1200,1,"Sim","Sim","Não","Masculino","Rural"
6668,22,1723.03,1900,2,"Não","Não","Sim","Feminino","Urbana"
6669,31,602.66,800,1,"Não","Não","Sim","Feminino","Urbana"
6670,22,1243.67,1500,4,"Não","Não","Sim","Feminino","Urbana"
6671,42,2165.44,2300,2,"Sim","Não","Sim","Feminino","Urbana"
6672,30,2108.62,2300,4,"Não","Não","Não","Feminino","Rural"
6673,30,1235.48,1600,1,"Não","Não","Sim","Masculino","Rural"
6674,31,813.89,1000,0,"Sim","Não","Não","Feminino","Urbana"
6675,35,1753.06,2000,1,"Sim","Sim","Não","Feminino","Rural"
6676,38,1002.47,1200,1,"Sim","Sim","Sim","Feminino","Urbana"
6677,57,577.42,700,4,"Sim","Sim","Sim","Feminino","Urbana"
6678,53,1457.12,1700,2,"Não","Não","Sim","Feminino","Urbana"
6679,36,1876.32,2100,0,"Não","Não","Sim","Feminino","Rural"
6680,47,309.63,500,0,"Sim","Não","Não","Feminino","Rural"
6681,41,855.63,1100,6,"Sim","Não","Não","Feminino","Urbana"
6682,36,2243.54,2500,0,"Sim","Sim","Sim","Feminino","Rural"
6683,45,2065.32,2300,1,"Não","Não","Não","Masculino","Urbana"
6684,41,1381.8,1500,2,"Não","Não","Não","Feminino","Urbana"
6685,47,790.33,1000,2,"Sim","Não","Sim","Feminino","Urbana"
6686,37,1716.04,1900,1,"Sim","Não","Não","Masculino","Urbana"
6687,36,1644.88,1800,2,"Não","Não","Sim","Feminino","Rural"
6688,35,1643.1,1800,3,"Não","Não","Não","Masculino","Urbana"
6689,47,607.17,700,2,"Sim","Não","Sim","Feminino","Urbana"
6690,44,1957.97,2100,2,"Não","Não","Sim","Feminino","Rural"
6691,48,1954.23,2100,2,"Não","Não","Sim","Feminino","Rural"
6692,34,1338.06,1500,2,"Não","Não","Sim","Feminino","Urbana"
6693,35,2104.31,2300,4,"Sim","Sim","Não","Masculino","Rural"
6694,28,1878.56,2100,5,"Não","Não","Não","Feminino","Urbana"
6695,25,1608.88,1800,5,"Sim","Não","Sim","Feminino","Rural"
6696,46,1720.95,2000,5,"Não","Não","Sim","Feminino","Rural"
6697,26,959.62,1200,2,"Sim","Não","Não","Feminino","Urbana"
6698,36,762.79,900,5,"Sim","Sim","Não","Feminino","Urbana"
6699,40,2117.15,2300,2,"Não","Não","Sim","Feminino","Urbana"
6700,29,1276.52,1500,1,"Não","Não","Sim","Feminino","Rural"
6701,60,2429.55,2600,3,"Sim","Não","Não","Feminino","Urbana"
6702,42,1747.99,1900,0,"Não","Não","Sim","Feminino","Urbana"
6703,42,284.87,600,3,"Sim","Sim","Não","Masculino","Urbana"
6704,44,2546.46,2800,2,"Não","Não","Sim","Masculino","Urbana"
6705,38,2939.52,3200,4,"Sim","Não","Sim","Feminino","Urbana"
6706,24,2071.65,2200,2,"Não","Não","Sim","Feminino","Rural"
6707,42,1900.88,2100,0,"Sim","Sim","Não","Masculino","Urbana"
6708,25,795.28,1000,4,"Sim","Não","Não","Feminino","Urbana"
6709,45,2280.33,2500,1,"Sim","Não","Sim","Feminino","Rural"
6710,39,534.3,800,2,"Sim","Não","Não","Feminino","Urbana"
6711,43,429.8,600,0,"Não","Não","Sim","Masculino","Urbana"
6712,31,325.17,600,2,"Sim","Sim","Sim","Masculino","Urbana"
6713,41,1773.39,2000,0,"Não","Não","Sim","Masculino","Urbana"
6714,36,2207.23,2400,0,"Não","Não","Sim","Feminino","Urbana"
6715,45,1221.85,1400,1,"Sim","Sim","Não","Feminino","Urbana"
6716,38,1894.93,2100,2,"Sim","Sim","Não","Masculino","Urbana"
6717,40,1362.12,1600,1,"Sim","Sim","Não","Feminino","Rural"
6718,35,696.15,1000,1,"Não","Sim","Não","Masculino","Urbana"
6719,27,2788,3000,2,"Não","Não","Não","Feminino","Urbana"
6720,40,1351.28,1500,2,"Não","Não","Não","Masculino","Urbana"
6721,40,1549.23,1700,0,"Não","Não","Não","Masculino","Urbana"
6722,40,686.04,900,2,"Sim","Sim","Sim","Masculino","Urbana"
6723,29,2200.96,2300,3,"Não","Não","Sim","Feminino","Rural"
6724,50,287.78,502.87,2,"Sim","Não","Sim","Feminino","Urbana"
6725,46,1121.84,1400,3,"Sim","Não","Sim","Masculino","Urbana"
6726,38,3015.24,3200,0,"Não","Não","Sim","Feminino","Urbana"
6727,46,2747.01,3000,1,"Não","Não","Sim","Feminino","Urbana"
6728,26,527.62,700,4,"Sim","Sim","Sim","Feminino","Urbana"
6729,17,1110.07,1300,2,"Sim","Não","Não","Feminino","Urbana"
6730,43,142.75,400,4,"Sim","Sim","Sim","Feminino","Urbana"
6731,56,1760.87,2000,1,"Sim","Não","Sim","Masculino","Urbana"
6732,34,1320.37,1600,1,"Não","Não","Sim","Masculino","Urbana"
6733,41,1126.15,1300,2,"Sim","Não","Não","Feminino","Urbana"
6734,47,1229.16,1500,3,"Não","Não","Sim","Masculino","Rural"
6735,50,2621.07,2800,2,"Não","Não","Sim","Feminino","Urbana"
6736,25,1173.47,1300,1,"Não","Não","Sim","Feminino","Urbana"
6737,40,2135.73,2300,2,"Sim","Não","Sim","Masculino","Urbana"
6738,30,1871.18,2000,1,"Não","Não","Sim","Feminino","Urbana"
6739,38,1861.03,2000,4,"Não","Não","Sim","Feminino","Urbana"
6740,33,1116.05,1300,0,"Não","Não","Sim","Feminino","Urbana"
6741,38,1439,1600,4,"Sim","Não","Não","Masculino","Urbana"
6742,37,1106.13,1300,0,"Não","Não","Sim","Masculino","Urbana"
6743,28,2664.95,2800,0,"Não","Não","Não","Feminino","Urbana"
6744,36,199.79,400,4,"Sim","Não","Não","Feminino","Urbana"
6745,49,1860.13,2100,3,"Não","Não","Sim","Masculino","Urbana"
6746,38,2703.01,2900,0,"Sim","Sim","Sim","Feminino","Urbana"
6747,28,1943.31,2200,4,"Não","Não","Sim","Feminino","Urbana"
6748,40,1488.44,1800,2,"Sim","Não","Não","Feminino","Urbana"
6749,25,1818.22,2000,1,"Sim","Não","Não","Feminino","Urbana"
6750,32,1556.47,1800,4,"Sim","Sim","Não","Feminino","Urbana"
6751,38,1895.37,2200,5,"Não","Sim","Sim","Feminino","Rural"
6752,31,2051.12,2300,2,"Sim","Sim","Não","Feminino","Urbana"
6753,37,95.51,300,1,"Não","Sim","Não","Feminino","Urbana"
6754,52,2598.98,2800,0,"Não","Não","Sim","Feminino","Urbana"
6755,21,1851.62,2000,1,"Sim","Sim","Não","Masculino","Urbana"
6756,21,1847.77,2200,1,"Não","Não","Não","Masculino","Urbana"
6757,40,1214.02,1400,1,"Sim","Não","Sim","Feminino","Rural"
6758,36,556.69,700,1,"Não","Não","Sim","Feminino","Urbana"
6759,38,1475.86,1700,1,"Sim","Não","Não","Masculino","Urbana"
6760,45,2256.63,2400,4,"Não","Sim","Não","Feminino","Urbana"
6761,50,1659.01,1800,4,"Não","Não","Sim","Feminino","Urbana"
6762,37,1080.93,1300,2,"Sim","Não","Sim","Masculino","Urbana"
6763,50,2159.06,2300,1,"Não","Não","Sim","Masculino","Urbana"
6764,57,2763.48,2900,6,"Não","Não","Sim","Feminino","Urbana"
6765,29,1114.56,1300,1,"Não","Não","Sim","Masculino","Urbana"
6766,51,2325.77,2500,3,"Sim","Não","Sim","Masculino","Urbana"
6767,57,1062.34,1400,1,"Sim","Não","Não","Feminino","Rural"
6768,48,2076.94,2200,6,"Não","Não","Sim","Feminino","Rural"
6769,49,2671.54,2900,1,"Não","Não","Não","Feminino","Urbana"
6770,30,1252.97,1500,2,"Não","Não","Sim","Feminino","Urbana"
6771,42,2692.19,2900,1,"Sim","Sim","Não","Masculino","Rural"
6772,44,438.07,700,3,"Sim","Sim","Não","Feminino","Urbana"
6773,38,1236.66,1400,2,"Sim","Sim","Sim","Feminino","Urbana"
6774,32,1106.39,1200,2,"Sim","Não","Não","Feminino","Urbana"
6775,42,1305.02,1500,1,"Não","Não","Sim","Feminino","Urbana"
6776,31,2433.66,2600,0,"Sim","Sim","Não","Feminino","Urbana"
6777,53,457.38,700,2,"Sim","Sim","Não","Feminino","Urbana"
6778,56,2700.68,2800,2,"Sim","Não","Sim","Feminino","Rural"
6779,42,3204.03,3400,2,"Não","Não","Sim","Feminino","Urbana"
